item_id,item_name,complexity_profile,wastage_id,location_id,wastage_date,quantity_wasted,unit_cost,total_loss_amount,wastage_reason
ITEM-110,Fresh Wild Berry Pavlova,HIGH_WASTAGE,WAS-002532,LOC-011,2025-06-13,10,5.8,58.0,OVERPRODUCTION_UNSOLD
ITEM-045,Linguine alle Vongole (Clams),HIGH_WASTAGE,WAS-002533,LOC-018,2025-06-07,2,12.0,24.0,EXPIRED_SHELF_LIFE
ITEM-005,Wild Alaskan Salmon Tartare,HIGH_WASTAGE,WAS-002534,LOC-016,2025-07-01,4,11.5,46.0,EXPIRED_SHELF_LIFE
ITEM-087,Green Goddess Farro Bowl,STANDARD,WAS-002535,LOC-019,2025-10-19,9,4.8,43.2,EXPIRED_SHELF_LIFE
ITEM-110,Fresh Wild Berry Pavlova,HIGH_WASTAGE,WAS-002536,LOC-020,2025-03-02,12,5.8,69.6,OVERPRODUCTION_UNSOLD
ITEM-088,Simple Garden House Salad,PRICE_SENSITIVE,WAS-002537,LOC-005,2025-07-12,2,3.2,6.4,OVERPRODUCTION_UNSOLD
ITEM-021,California Turkey Avocado Club,HIGH_WASTAGE,WAS-002538,LOC-007,2025-04-07,2,8.9,17.8,EXPIRED_SHELF_LIFE
ITEM-092,Truffle Wild Mushroom Risotto,STANDARD,WAS-002539,LOC-003,2025-01-12,12,7.2,86.4,EXPIRED_SHELF_LIFE
ITEM-098,Avocado Supergreen Toast Sourdough,HIGH_WASTAGE,WAS-002540,LOC-010,2025-11-23,4,6.8,27.2,PREPARATION_ERROR
ITEM-078,Burrata Caprese Heirloom Salad,HIGH_WASTAGE,WAS-002541,LOC-019,2025-05-11,10,7.8,78.0,OVERPRODUCTION_UNSOLD
ITEM-097,Jackfruit Smoky Carnitas Tacos,STANDARD,WAS-002542,LOC-005,2025-05-15,10,5.1,51.0,EXPIRED_SHELF_LIFE
ITEM-110,Fresh Wild Berry Pavlova,HIGH_WASTAGE,WAS-002543,LOC-005,2025-01-07,6,5.8,34.8,OVERPRODUCTION_UNSOLD
ITEM-075,Seafood Bouillabaisse Saffron Rouille,HIGH_WASTAGE,WAS-002544,LOC-011,2025-07-07,3,16.5,49.5,EXPIRED_SHELF_LIFE
ITEM-011,Spicy Tuna Crispy Rice,HIGH_WASTAGE,WAS-002545,LOC-019,2025-04-23,3,9.8,29.4,EXPIRED_SHELF_LIFE
ITEM-067,Seafood Paella Valenciana,HIGH_WASTAGE,WAS-002546,LOC-012,2025-01-16,3,16.0,48.0,EXPIRED_SHELF_LIFE
ITEM-011,Spicy Tuna Crispy Rice,HIGH_WASTAGE,WAS-002547,LOC-017,2025-03-02,2,9.8,19.6,EXPIRED_SHELF_LIFE
ITEM-064,Butter Poached Maine Lobster Tail,HIGH_WASTAGE,WAS-002548,LOC-020,2025-07-06,9,23.5,211.5,EXPIRED_SHELF_LIFE
ITEM-064,Butter Poached Maine Lobster Tail,HIGH_WASTAGE,WAS-002549,LOC-015,2025-08-27,8,23.5,188.0,OVERPRODUCTION_UNSOLD
ITEM-008,Reserve Osetra Caviar Blinis,PROFITABLE_LOW_SELLING,WAS-002550,LOC-018,2025-06-05,1,16.5,16.5,PREPARATION_ERROR
ITEM-056,Pan-Roasted Duck Breast Plum Glaze,STANDARD,WAS-002551,LOC-009,2025-07-14,2,14.0,28.0,OVERCOOKED_OR_BURNT
ITEM-016,DineIQ Smash Double Cheeseburger,POPULAR_LOW_MARGIN,WAS-002552,LOC-017,2025-05-04,4,10.8,43.2,EXPIRED_SHELF_LIFE
ITEM-104,Golden Turmeric Lentil Soup Bowl,PRICE_SENSITIVE,WAS-002553,LOC-011,2025-02-17,7,2.8,19.6,EXPIRED_SHELF_LIFE
ITEM-144,Fresh Squeezed Orange Juice,HIGH_WASTAGE,WAS-002554,LOC-006,2025-08-29,2,2.6,5.2,EXPIRED_SHELF_LIFE
ITEM-010,Smoked Duck Croquettes,STANDARD,WAS-002555,LOC-012,2025-10-07,2,7.0,14.0,OVERPRODUCTION_UNSOLD
ITEM-146,Acai Berry Superfood Smoothie,HIGH_WASTAGE,WAS-002556,LOC-011,2025-09-02,12,3.4,40.8,EXPIRED_SHELF_LIFE
ITEM-069,Grilled Yellowfin Ahi Tuna Steak,HIGH_WASTAGE,WAS-002557,LOC-017,2025-12-26,6,14.8,88.8,OVERPRODUCTION_UNSOLD
ITEM-045,Linguine alle Vongole (Clams),HIGH_WASTAGE,WAS-002558,LOC-010,2025-08-28,6,12.0,72.0,EXPIRED_SHELF_LIFE
ITEM-011,Spicy Tuna Crispy Rice,HIGH_WASTAGE,WAS-002559,LOC-013,2025-07-09,5,9.8,49.0,OVERCOOKED_OR_BURNT
ITEM-068,Classic Fish & Chips Tartar,POPULAR_LOW_MARGIN,WAS-002560,LOC-005,2025-05-30,4,14.5,58.0,PREPARATION_ERROR
ITEM-099,Lentil Shepherd's Pie Sweet Potato,STANDARD,WAS-002561,LOC-004,2025-11-22,2,5.2,10.4,EXPIRED_SHELF_LIFE
ITEM-085,Blackened Salmon Cobb Salad,STANDARD,WAS-002562,LOC-007,2025-11-25,7,9.8,68.6,EXPIRED_SHELF_LIFE
ITEM-006,Soft-Shell Crab Sliders,HIGH_WASTAGE,WAS-002563,LOC-015,2025-12-22,4,10.2,40.8,EXPIRED_SHELF_LIFE
ITEM-010,Smoked Duck Croquettes,STANDARD,WAS-002564,LOC-002,2025-12-27,1,7.0,7.0,OVERPRODUCTION_UNSOLD
ITEM-064,Butter Poached Maine Lobster Tail,HIGH_WASTAGE,WAS-002565,LOC-017,2025-03-17,3,23.5,70.5,PREPARATION_ERROR
ITEM-045,Linguine alle Vongole (Clams),HIGH_WASTAGE,WAS-002566,LOC-008,2025-05-23,9,12.0,108.0,PREPARATION_ERROR
ITEM-039,Handcrafted Lobster Ravioli,HIGH_WASTAGE,WAS-002567,LOC-016,2025-11-22,5,11.2,56.0,OVERPRODUCTION_UNSOLD
ITEM-043,Burrata Caprese Pizza,HIGH_WASTAGE,WAS-002568,LOC-020,2025-11-09,6,8.5,51.0,PREPARATION_ERROR
ITEM-102,Mushroom & Walnut Bolognese,STANDARD,WAS-002569,LOC-003,2025-01-15,3,5.6,16.8,OVERPRODUCTION_UNSOLD
ITEM-144,Fresh Squeezed Orange Juice,HIGH_WASTAGE,WAS-002570,LOC-017,2025-11-28,4,2.6,10.4,OVERPRODUCTION_UNSOLD
ITEM-064,Butter Poached Maine Lobster Tail,HIGH_WASTAGE,WAS-002571,LOC-005,2025-03-07,2,23.5,47.0,PREPARATION_ERROR
ITEM-127,Zero-Proof Cucumber Mint Cooler,PRICE_SENSITIVE,WAS-002572,LOC-014,2025-03-03,1,1.6,1.6,OVERPRODUCTION_UNSOLD
ITEM-048,Dry-Aged Bone-in NY Strip (16oz),STANDARD,WAS-002573,LOC-014,2025-10-10,2,26.0,52.0,OVERPRODUCTION_UNSOLD
ITEM-067,Seafood Paella Valenciana,HIGH_WASTAGE,WAS-002574,LOC-014,2025-02-13,2,16.0,32.0,OVERPRODUCTION_UNSOLD
ITEM-036,Slow-Braised Wild Boar Pappardelle,STANDARD,WAS-002575,LOC-011,2025-07-28,4,9.5,38.0,CUSTOMER_SEND_BACK
ITEM-077,Mediterranean Quinoa Crunch Bowl,STANDARD,WAS-002576,LOC-020,2025-10-27,4,5.2,20.8,OVERPRODUCTION_UNSOLD
ITEM-148,Cold Pressed Green Detox Juice,HIGH_WASTAGE,WAS-002577,LOC-013,2025-01-25,7,4.1,28.7,EXPIRED_SHELF_LIFE
ITEM-074,Fried Softshell Crab Basket,HIGH_WASTAGE,WAS-002578,LOC-009,2025-02-12,4,12.0,48.0,OVERCOOKED_OR_BURNT
ITEM-059,Bistro Hanger Steak Shallot Jus,STANDARD,WAS-002579,LOC-020,2025-03-11,4,13.5,54.0,EXPIRED_SHELF_LIFE
ITEM-078,Burrata Caprese Heirloom Salad,HIGH_WASTAGE,WAS-002580,LOC-002,2025-07-09,12,7.8,93.6,EXPIRED_SHELF_LIFE
ITEM-020,Spicy Nashville Hot Chicken Bun,STANDARD,WAS-002581,LOC-012,2025-12-29,8,7.5,60.0,EXPIRED_SHELF_LIFE
ITEM-119,Matcha Green Tea Crepe Cake,HIGH_WASTAGE,WAS-002582,LOC-008,2025-06-02,6,3.2,19.2,EXPIRED_SHELF_LIFE
ITEM-069,Grilled Yellowfin Ahi Tuna Steak,HIGH_WASTAGE,WAS-002583,LOC-016,2025-12-23,8,14.8,118.4,OVERPRODUCTION_UNSOLD
ITEM-066,Seared Diver Scallops Sweet Corn,HIGH_WASTAGE,WAS-002584,LOC-001,2025-09-08,10,16.8,168.0,OVERCOOKED_OR_BURNT
ITEM-074,Fried Softshell Crab Basket,HIGH_WASTAGE,WAS-002585,LOC-016,2025-08-24,3,12.0,36.0,EXPIRED_SHELF_LIFE
ITEM-075,Seafood Bouillabaisse Saffron Rouille,HIGH_WASTAGE,WAS-002586,LOC-006,2025-05-16,12,16.5,198.0,EXPIRED_SHELF_LIFE
ITEM-010,Smoked Duck Croquettes,STANDARD,WAS-002587,LOC-020,2025-01-28,3,7.0,21.0,EXPIRED_SHELF_LIFE
ITEM-082,Wild Rice & Avocado Harvest Bowl,HIGH_WASTAGE,WAS-002588,LOC-006,2025-04-17,5,7.5,37.5,EXPIRED_SHELF_LIFE
ITEM-039,Handcrafted Lobster Ravioli,HIGH_WASTAGE,WAS-002589,LOC-003,2025-11-23,2,11.2,22.4,OVERCOOKED_OR_BURNT
ITEM-086,Sesame Ahi Tuna Poke Bowl,HIGH_WASTAGE,WAS-002590,LOC-009,2025-12-14,8,10.2,81.6,OVERPRODUCTION_UNSOLD
ITEM-110,Fresh Wild Berry Pavlova,HIGH_WASTAGE,WAS-002591,LOC-019,2025-08-11,3,5.8,17.4,EXPIRED_SHELF_LIFE
ITEM-103,Korean Gochujang Crispy Tofu,STANDARD,WAS-002592,LOC-003,2025-06-07,10,4.4,44.0,EXPIRED_SHELF_LIFE
ITEM-071,Steamed Blue Mussels White Wine,HIGH_WASTAGE,WAS-002593,LOC-007,2025-09-10,5,9.5,47.5,OVERPRODUCTION_UNSOLD
ITEM-069,Grilled Yellowfin Ahi Tuna Steak,HIGH_WASTAGE,WAS-002594,LOC-014,2025-06-22,2,14.8,29.6,EXPIRED_SHELF_LIFE
ITEM-021,California Turkey Avocado Club,HIGH_WASTAGE,WAS-002595,LOC-014,2025-03-10,6,8.9,53.4,OVERPRODUCTION_UNSOLD
ITEM-098,Avocado Supergreen Toast Sourdough,HIGH_WASTAGE,WAS-002596,LOC-003,2025-04-09,6,6.8,40.8,OVERCOOKED_OR_BURNT
ITEM-043,Burrata Caprese Pizza,HIGH_WASTAGE,WAS-002597,LOC-005,2025-07-03,5,8.5,42.5,OVERCOOKED_OR_BURNT
ITEM-067,Seafood Paella Valenciana,HIGH_WASTAGE,WAS-002598,LOC-005,2025-05-12,4,16.0,64.0,EXPIRED_SHELF_LIFE
ITEM-043,Burrata Caprese Pizza,HIGH_WASTAGE,WAS-002599,LOC-019,2025-01-25,12,8.5,102.0,PREPARATION_ERROR
ITEM-021,California Turkey Avocado Club,HIGH_WASTAGE,WAS-002600,LOC-010,2025-10-30,9,8.9,80.1,OVERPRODUCTION_UNSOLD
ITEM-075,Seafood Bouillabaisse Saffron Rouille,HIGH_WASTAGE,WAS-002601,LOC-009,2025-04-28,8,16.5,132.0,OVERPRODUCTION_UNSOLD
ITEM-006,Soft-Shell Crab Sliders,HIGH_WASTAGE,WAS-002602,LOC-016,2025-06-18,7,10.2,71.4,OVERPRODUCTION_UNSOLD
ITEM-091,Beyond Meat Gourmet Burger,POPULAR_LOW_MARGIN,WAS-002603,LOC-009,2025-12-19,3,11.5,34.5,EXPIRED_SHELF_LIFE
ITEM-047,Dry-Aged Tomahawk Ribeye (36oz),PROFITABLE_LOW_SELLING,WAS-002604,LOC-006,2025-01-05,3,38.0,114.0,PREPARATION_ERROR
ITEM-001,Crispy Parmesan Truffle Fries,POPULAR_LOW_MARGIN,WAS-002605,LOC-005,2025-06-16,11,6.75,74.25,EXPIRED_SHELF_LIFE
ITEM-069,Grilled Yellowfin Ahi Tuna Steak,HIGH_WASTAGE,WAS-002606,LOC-004,2025-05-04,5,14.8,74.0,PREPARATION_ERROR
ITEM-006,Soft-Shell Crab Sliders,HIGH_WASTAGE,WAS-002607,LOC-020,2025-11-22,4,10.2,40.8,CUSTOMER_SEND_BACK
ITEM-043,Burrata Caprese Pizza,HIGH_WASTAGE,WAS-002608,LOC-018,2025-11-24,5,8.5,42.5,EXPIRED_SHELF_LIFE
ITEM-085,Blackened Salmon Cobb Salad,STANDARD,WAS-002609,LOC-016,2025-01-27,1,9.8,9.8,OVERPRODUCTION_UNSOLD
ITEM-008,Reserve Osetra Caviar Blinis,PROFITABLE_LOW_SELLING,WAS-002610,LOC-007,2025-04-18,5,16.5,82.5,EXPIRED_SHELF_LIFE
ITEM-110,Fresh Wild Berry Pavlova,HIGH_WASTAGE,WAS-002611,LOC-014,2025-11-03,5,5.8,29.0,OVERPRODUCTION_UNSOLD
ITEM-002,Classic Buffalo Chicken Wings,POPULAR_LOW_MARGIN,WAS-002612,LOC-017,2025-08-15,3,11.2,33.6,OVERPRODUCTION_UNSOLD
ITEM-039,Handcrafted Lobster Ravioli,HIGH_WASTAGE,WAS-002613,LOC-008,2025-10-10,8,11.2,89.6,PREPARATION_ERROR
ITEM-088,Simple Garden House Salad,PRICE_SENSITIVE,WAS-002614,LOC-011,2025-06-17,10,3.2,32.0,EXPIRED_SHELF_LIFE
ITEM-047,Dry-Aged Tomahawk Ribeye (36oz),PROFITABLE_LOW_SELLING,WAS-002615,LOC-017,2025-12-18,2,38.0,76.0,OVERCOOKED_OR_BURNT
ITEM-012,Heirloom Tomato Bruschetta,PRICE_SENSITIVE,WAS-002616,LOC-014,2025-05-23,5,4.2,21.0,EXPIRED_SHELF_LIFE
ITEM-060,Pepper-Crusted Bison Tenderloin,PROFITABLE_LOW_SELLING,WAS-002617,LOC-009,2025-03-13,2,25.0,50.0,OVERPRODUCTION_UNSOLD
ITEM-043,Burrata Caprese Pizza,HIGH_WASTAGE,WAS-002618,LOC-006,2025-06-08,10,8.5,85.0,EXPIRED_SHELF_LIFE
ITEM-110,Fresh Wild Berry Pavlova,HIGH_WASTAGE,WAS-002619,LOC-008,2025-04-18,5,5.8,29.0,EXPIRED_SHELF_LIFE
ITEM-046,USDA Prime Center-Cut Filet Mignon (8oz),STANDARD,WAS-002620,LOC-017,2025-08-10,2,24.5,49.0,OVERPRODUCTION_UNSOLD
ITEM-098,Avocado Supergreen Toast Sourdough,HIGH_WASTAGE,WAS-002621,LOC-013,2025-12-10,10,6.8,68.0,OVERPRODUCTION_UNSOLD
ITEM-119,Matcha Green Tea Crepe Cake,HIGH_WASTAGE,WAS-002622,LOC-013,2025-06-15,6,3.2,19.2,OVERPRODUCTION_UNSOLD
ITEM-065,Jumbo Lump Crab Cakes (2pcs),HIGH_WASTAGE,WAS-002623,LOC-017,2025-01-02,4,15.0,60.0,OVERPRODUCTION_UNSOLD
ITEM-129,Smoked Rosemary Paloma Tequila,STANDARD,WAS-002624,LOC-019,2025-02-01,3,2.8,8.4,OVERPRODUCTION_UNSOLD
ITEM-062,Crispy Skin Mediterranean Branzino,HIGH_WASTAGE,WAS-002625,LOC-002,2025-09-07,6,16.0,96.0,EXPIRED_SHELF_LIFE
ITEM-146,Acai Berry Superfood Smoothie,HIGH_WASTAGE,WAS-002626,LOC-018,2025-11-07,12,3.4,40.8,EXPIRED_SHELF_LIFE
ITEM-011,Spicy Tuna Crispy Rice,HIGH_WASTAGE,WAS-002627,LOC-004,2025-04-07,10,9.8,98.0,EXPIRED_SHELF_LIFE
ITEM-082,Wild Rice & Avocado Harvest Bowl,HIGH_WASTAGE,WAS-002628,LOC-007,2025-03-28,12,7.5,90.0,OVERPRODUCTION_UNSOLD
ITEM-067,Seafood Paella Valenciana,HIGH_WASTAGE,WAS-002629,LOC-016,2025-04-03,10,16.0,160.0,EXPIRED_SHELF_LIFE
ITEM-062,Crispy Skin Mediterranean Branzino,HIGH_WASTAGE,WAS-002630,LOC-019,2025-06-23,8,16.0,128.0,OVERPRODUCTION_UNSOLD
ITEM-075,Seafood Bouillabaisse Saffron Rouille,HIGH_WASTAGE,WAS-002631,LOC-015,2025-10-15,12,16.5,198.0,PREPARATION_ERROR
ITEM-084,Kale Tahini Caesar Roasted Chickpeas,STANDARD,WAS-002632,LOC-014,2025-10-28,2,4.9,9.8,OVERPRODUCTION_UNSOLD
ITEM-002,Classic Buffalo Chicken Wings,POPULAR_LOW_MARGIN,WAS-002633,LOC-013,2025-02-18,1,11.2,11.2,OVERPRODUCTION_UNSOLD
ITEM-027,Chipotle Fish Tacos (3pcs),HIGH_WASTAGE,WAS-002634,LOC-020,2025-04-22,12,8.7,104.4,CUSTOMER_SEND_BACK
ITEM-086,Sesame Ahi Tuna Poke Bowl,HIGH_WASTAGE,WAS-002635,LOC-007,2025-08-09,9,10.2,91.8,EXPIRED_SHELF_LIFE
ITEM-079,Strawberry Gorgonzola Pecan Salad,STANDARD,WAS-002636,LOC-015,2025-09-25,5,5.0,25.0,EXPIRED_SHELF_LIFE
ITEM-146,Acai Berry Superfood Smoothie,HIGH_WASTAGE,WAS-002637,LOC-001,2025-04-29,5,3.4,17.0,OVERCOOKED_OR_BURNT
ITEM-095,Spicy Tofu Peanut Noodle Bowl,STANDARD,WAS-002638,LOC-002,2025-09-03,9,4.9,44.1,EXPIRED_SHELF_LIFE
ITEM-146,Acai Berry Superfood Smoothie,HIGH_WASTAGE,WAS-002639,LOC-003,2025-02-07,9,3.4,30.6,OVERPRODUCTION_UNSOLD
ITEM-083,Classic Greek Village Salad,PRICE_SENSITIVE,WAS-002640,LOC-005,2025-07-18,2,4.8,9.6,CUSTOMER_SEND_BACK
ITEM-045,Linguine alle Vongole (Clams),HIGH_WASTAGE,WAS-002641,LOC-016,2025-10-23,12,12.0,144.0,PREPARATION_ERROR
ITEM-013,Loaded Queso Nachos,STANDARD,WAS-002642,LOC-017,2025-03-03,2,5.5,11.0,PREPARATION_ERROR
ITEM-098,Avocado Supergreen Toast Sourdough,HIGH_WASTAGE,WAS-002643,LOC-018,2025-05-16,12,6.8,81.6,OVERPRODUCTION_UNSOLD
ITEM-078,Burrata Caprese Heirloom Salad,HIGH_WASTAGE,WAS-002644,LOC-016,2025-07-09,3,7.8,23.4,OVERPRODUCTION_UNSOLD
ITEM-006,Soft-Shell Crab Sliders,HIGH_WASTAGE,WAS-002645,LOC-011,2025-07-01,12,10.2,122.4,EXPIRED_SHELF_LIFE
ITEM-060,Pepper-Crusted Bison Tenderloin,PROFITABLE_LOW_SELLING,WAS-002646,LOC-003,2025-10-20,1,25.0,25.0,OVERPRODUCTION_UNSOLD
ITEM-146,Acai Berry Superfood Smoothie,HIGH_WASTAGE,WAS-002647,LOC-010,2025-01-15,2,3.4,6.8,PREPARATION_ERROR
ITEM-068,Classic Fish & Chips Tartar,POPULAR_LOW_MARGIN,WAS-002648,LOC-018,2025-10-08,1,14.5,14.5,OVERPRODUCTION_UNSOLD
ITEM-065,Jumbo Lump Crab Cakes (2pcs),HIGH_WASTAGE,WAS-002649,LOC-016,2025-07-11,6,15.0,90.0,OVERCOOKED_OR_BURNT
ITEM-066,Seared Diver Scallops Sweet Corn,HIGH_WASTAGE,WAS-002650,LOC-009,2025-03-08,2,16.8,33.6,EXPIRED_SHELF_LIFE
ITEM-034,Prosciutto e Rucola Pizza,HIGH_WASTAGE,WAS-002651,LOC-001,2025-07-22,3,9.8,29.4,EXPIRED_SHELF_LIFE
ITEM-062,Crispy Skin Mediterranean Branzino,HIGH_WASTAGE,WAS-002652,LOC-011,2025-03-29,11,16.0,176.0,EXPIRED_SHELF_LIFE
ITEM-062,Crispy Skin Mediterranean Branzino,HIGH_WASTAGE,WAS-002653,LOC-011,2025-09-22,6,16.0,96.0,OVERCOOKED_OR_BURNT
ITEM-006,Soft-Shell Crab Sliders,HIGH_WASTAGE,WAS-002654,LOC-013,2025-01-21,5,10.2,51.0,EXPIRED_SHELF_LIFE
ITEM-097,Jackfruit Smoky Carnitas Tacos,STANDARD,WAS-002655,LOC-008,2025-07-31,12,5.1,61.2,EXPIRED_SHELF_LIFE
ITEM-064,Butter Poached Maine Lobster Tail,HIGH_WASTAGE,WAS-002656,LOC-019,2025-04-12,3,23.5,70.5,PREPARATION_ERROR
ITEM-110,Fresh Wild Berry Pavlova,HIGH_WASTAGE,WAS-002657,LOC-009,2025-04-18,4,5.8,23.2,OVERPRODUCTION_UNSOLD
ITEM-112,Salted Caramel Creme Brulee,STANDARD,WAS-002658,LOC-006,2025-09-29,2,3.1,6.2,EXPIRED_SHELF_LIFE
ITEM-034,Prosciutto e Rucola Pizza,HIGH_WASTAGE,WAS-002659,LOC-004,2025-11-03,4,9.8,39.2,PREPARATION_ERROR
ITEM-078,Burrata Caprese Heirloom Salad,HIGH_WASTAGE,WAS-002660,LOC-009,2025-12-14,5,7.8,39.0,EXPIRED_SHELF_LIFE
ITEM-066,Seared Diver Scallops Sweet Corn,HIGH_WASTAGE,WAS-002661,LOC-015,2025-12-08,9,16.8,151.2,EXPIRED_SHELF_LIFE
ITEM-119,Matcha Green Tea Crepe Cake,HIGH_WASTAGE,WAS-002662,LOC-018,2025-09-07,3,3.2,9.6,EXPIRED_SHELF_LIFE
ITEM-034,Prosciutto e Rucola Pizza,HIGH_WASTAGE,WAS-002663,LOC-004,2025-10-26,11,9.8,107.8,EXPIRED_SHELF_LIFE
ITEM-082,Wild Rice & Avocado Harvest Bowl,HIGH_WASTAGE,WAS-002664,LOC-019,2025-10-16,3,7.5,22.5,PREPARATION_ERROR
ITEM-074,Fried Softshell Crab Basket,HIGH_WASTAGE,WAS-002665,LOC-016,2025-05-15,4,12.0,48.0,EXPIRED_SHELF_LIFE
ITEM-045,Linguine alle Vongole (Clams),HIGH_WASTAGE,WAS-002666,LOC-006,2025-09-25,11,12.0,132.0,EXPIRED_SHELF_LIFE
ITEM-021,California Turkey Avocado Club,HIGH_WASTAGE,WAS-002667,LOC-012,2025-10-02,4,8.9,35.6,PREPARATION_ERROR
ITEM-078,Burrata Caprese Heirloom Salad,HIGH_WASTAGE,WAS-002668,LOC-015,2025-10-30,7,7.8,54.6,OVERPRODUCTION_UNSOLD
ITEM-087,Green Goddess Farro Bowl,STANDARD,WAS-002669,LOC-015,2025-09-02,3,4.8,14.4,OVERCOOKED_OR_BURNT
ITEM-046,USDA Prime Center-Cut Filet Mignon (8oz),STANDARD,WAS-002670,LOC-015,2025-03-05,2,24.5,49.0,EXPIRED_SHELF_LIFE
ITEM-078,Burrata Caprese Heirloom Salad,HIGH_WASTAGE,WAS-002671,LOC-016,2025-11-30,7,7.8,54.6,EXPIRED_SHELF_LIFE
ITEM-063,Wild King Salmon Lemon Herb,STANDARD,WAS-002672,LOC-014,2025-01-25,4,16.2,64.8,OVERCOOKED_OR_BURNT
ITEM-086,Sesame Ahi Tuna Poke Bowl,HIGH_WASTAGE,WAS-002673,LOC-008,2025-08-09,6,10.2,61.2,EQUIPMENT_COOLER_FAILURE
ITEM-032,Double Pepperoni Hot Honey Pizza,POPULAR_LOW_MARGIN,WAS-002674,LOC-002,2025-07-18,4,13.8,55.2,EXPIRED_SHELF_LIFE
ITEM-119,Matcha Green Tea Crepe Cake,HIGH_WASTAGE,WAS-002675,LOC-015,2025-07-06,7,3.2,22.4,EXPIRED_SHELF_LIFE
ITEM-045,Linguine alle Vongole (Clams),HIGH_WASTAGE,WAS-002676,LOC-008,2025-05-28,9,12.0,108.0,EXPIRED_SHELF_LIFE
ITEM-062,Crispy Skin Mediterranean Branzino,HIGH_WASTAGE,WAS-002677,LOC-011,2025-06-14,4,16.0,64.0,EXPIRED_SHELF_LIFE
ITEM-007,Crispy Calamari Fritti,STANDARD,WAS-002678,LOC-016,2025-08-22,4,7.5,30.0,OVERPRODUCTION_UNSOLD
ITEM-016,DineIQ Smash Double Cheeseburger,POPULAR_LOW_MARGIN,WAS-002679,LOC-008,2025-02-07,8,10.8,86.4,EXPIRED_SHELF_LIFE
ITEM-069,Grilled Yellowfin Ahi Tuna Steak,HIGH_WASTAGE,WAS-002680,LOC-005,2025-09-11,10,14.8,148.0,EXPIRED_SHELF_LIFE
ITEM-043,Burrata Caprese Pizza,HIGH_WASTAGE,WAS-002681,LOC-020,2025-04-10,5,8.5,42.5,EXPIRED_SHELF_LIFE
ITEM-110,Fresh Wild Berry Pavlova,HIGH_WASTAGE,WAS-002682,LOC-004,2025-04-12,2,5.8,11.6,EXPIRED_SHELF_LIFE
ITEM-005,Wild Alaskan Salmon Tartare,HIGH_WASTAGE,WAS-002683,LOC-012,2025-12-22,4,11.5,46.0,EXPIRED_SHELF_LIFE
ITEM-062,Crispy Skin Mediterranean Branzino,HIGH_WASTAGE,WAS-002684,LOC-010,2025-03-05,7,16.0,112.0,OVERPRODUCTION_UNSOLD
ITEM-053,Smoked Bone-in Kurobuta Pork Chop,STANDARD,WAS-002685,LOC-004,2025-03-25,4,13.8,55.2,EXPIRED_SHELF_LIFE
ITEM-005,Wild Alaskan Salmon Tartare,HIGH_WASTAGE,WAS-002686,LOC-019,2025-12-27,5,11.5,57.5,OVERPRODUCTION_UNSOLD
ITEM-021,California Turkey Avocado Club,HIGH_WASTAGE,WAS-002687,LOC-010,2025-02-16,3,8.9,26.7,EXPIRED_SHELF_LIFE
ITEM-064,Butter Poached Maine Lobster Tail,HIGH_WASTAGE,WAS-002688,LOC-019,2025-12-23,8,23.5,188.0,EXPIRED_SHELF_LIFE
ITEM-067,Seafood Paella Valenciana,HIGH_WASTAGE,WAS-002689,LOC-019,2025-12-23,12,16.0,192.0,EXPIRED_SHELF_LIFE
ITEM-064,Butter Poached Maine Lobster Tail,HIGH_WASTAGE,WAS-002690,LOC-011,2025-12-19,2,23.5,47.0,OVERPRODUCTION_UNSOLD
ITEM-071,Steamed Blue Mussels White Wine,HIGH_WASTAGE,WAS-002691,LOC-013,2025-04-04,3,9.5,28.5,OVERPRODUCTION_UNSOLD
ITEM-074,Fried Softshell Crab Basket,HIGH_WASTAGE,WAS-002692,LOC-002,2025-07-29,11,12.0,132.0,PREPARATION_ERROR
ITEM-005,Wild Alaskan Salmon Tartare,HIGH_WASTAGE,WAS-002693,LOC-014,2025-05-07,9,11.5,103.5,OVERPRODUCTION_UNSOLD
ITEM-066,Seared Diver Scallops Sweet Corn,HIGH_WASTAGE,WAS-002694,LOC-020,2025-01-02,9,16.8,151.2,OVERPRODUCTION_UNSOLD
ITEM-146,Acai Berry Superfood Smoothie,HIGH_WASTAGE,WAS-002695,LOC-018,2025-02-18,9,3.4,30.6,EXPIRED_SHELF_LIFE
ITEM-069,Grilled Yellowfin Ahi Tuna Steak,HIGH_WASTAGE,WAS-002696,LOC-016,2025-09-22,4,14.8,59.2,EXPIRED_SHELF_LIFE
ITEM-082,Wild Rice & Avocado Harvest Bowl,HIGH_WASTAGE,WAS-002697,LOC-004,2025-01-22,11,7.5,82.5,OVERPRODUCTION_UNSOLD
ITEM-045,Linguine alle Vongole (Clams),HIGH_WASTAGE,WAS-002698,LOC-001,2025-10-06,2,12.0,24.0,EXPIRED_SHELF_LIFE
ITEM-098,Avocado Supergreen Toast Sourdough,HIGH_WASTAGE,WAS-002699,LOC-003,2025-02-23,12,6.8,81.6,PREPARATION_ERROR
ITEM-098,Avocado Supergreen Toast Sourdough,HIGH_WASTAGE,WAS-002700,LOC-012,2025-06-29,11,6.8,74.8,CUSTOMER_SEND_BACK
