rating_id,order_id,customer_id,item_id,location_id,overall_rating,food_rating,service_rating,ambiance_rating,review_text,review_date,anomaly_tag
RAT-035134,ORD-090237,CUST-45886,ITEM-126,LOC-017,1,1,1,2,Horrible experience from start to finish. Zero stars if I could.,2025-08-26,CANCELLED_ORDER_COMPLAINT
RAT-035135,ORD-008367,CUST-05143,ITEM-112,LOC-010,5,5,5,4,Outstanding culinary creativity. Highly recommend to everyone in town.,2025-07-02,STANDARD_POSITIVE
RAT-035136,ORD-069385,CUST-01766,ITEM-077,LOC-013,3,2,3,4,"Decent food, average service. Nothing particularly memorable.",2025-09-28,STANDARD_NEUTRAL
RAT-035137,ORD-030473,,ITEM-017,LOC-017,5,4,4,5,Remarkable quality! Fresh ingredients and beautifully plated presentation.,2025-05-21,STANDARD_POSITIVE
RAT-035138,ORD-003457,CUST-27438,ITEM-017,LOC-013,3,3,2,4,Okay experience. Good location but food was slightly under-seasoned.,2025-07-19,STANDARD_NEUTRAL
RAT-035139,ORD-084679,CUST-29145,ITEM-032,LOC-014,1,1,1,2,Horrible experience from start to finish. Zero stars if I could.,2025-06-25,CANCELLED_ORDER_COMPLAINT
RAT-035140,ORD-012032,CUST-16512,ITEM-019,LOC-002,4,5,4,4,Remarkable quality! Fresh ingredients and beautifully plated presentation.,2025-05-28,STANDARD_POSITIVE
RAT-035141,ORD-085676,CUST-48977,ITEM-137,LOC-016,1,1,1,2,Felt scammed by the advertised 50% discount! Fine print required $120 order.,2025-11-27,ANOMALY_MISLEADING_PROMO_BACKLASH
RAT-035142,ORD-020027,CUST-08611,ITEM-146,LOC-010,4,4,3,3,"Great value, friendly waitstaff, and food arrived piping hot within 15 minutes.",2025-03-12,STANDARD_POSITIVE
RAT-035143,ORD-040888,CUST-41450,ITEM-106,LOC-014,5,4,5,4,"Great value, friendly waitstaff, and food arrived piping hot within 15 minutes.",2025-10-29,STANDARD_POSITIVE
RAT-035144,ORD-028778,CUST-31399,ITEM-114,LOC-004,4,4,3,3,Outstanding culinary creativity. Highly recommend to everyone in town.,2025-04-12,STANDARD_POSITIVE
RAT-035145,ORD-042931,CUST-32793,ITEM-111,LOC-002,5,5,4,4,Outstanding culinary creativity. Highly recommend to everyone in town.,2025-10-17,STANDARD_POSITIVE
RAT-035146,ORD-001661,CUST-12058,ITEM-014,LOC-002,5,4,5,5,"Great value, friendly waitstaff, and food arrived piping hot within 15 minutes.",2025-08-20,STANDARD_POSITIVE
RAT-035147,ORD-027152,CUST-11798,ITEM-131,LOC-015,3,3,2,3,"Food was good, though service was a bit slow during the dinner rush.",2025-02-06,STANDARD_NEUTRAL
RAT-035148,ORD-024614,CUST-32668,ITEM-081,LOC-002,5,5,5,4,Incredible taste and immaculate vibe. Five stars all the way!,2025-08-29,STANDARD_POSITIVE
RAT-035149,ORD-094603,CUST-08082,ITEM-070,LOC-005,4,4,3,4,Loved everything from the drinks to dessert. Will definitely be a regular!,2025-08-19,STANDARD_POSITIVE
RAT-035150,ORD-065267,CUST-37639,ITEM-002,LOC-010,1,2,1,1,Terrible customer service. Waited 45 minutes for our drinks to arrive.,2025-12-31,STANDARD_NEGATIVE
RAT-035151,ORD-078745,CUST-01322,ITEM-037,LOC-008,4,5,4,4,Outstanding culinary creativity. Highly recommend to everyone in town.,2025-05-29,STANDARD_POSITIVE
RAT-035152,ORD-054739,CUST-40758,ITEM-102,LOC-017,4,4,4,4,Outstanding culinary creativity. Highly recommend to everyone in town.,2025-04-20,STANDARD_POSITIVE
RAT-035153,ORD-045778,CUST-35373,ITEM-096,LOC-013,2,2,2,1,Horrible experience from start to finish. Zero stars if I could.,2025-08-04,STANDARD_NEGATIVE
RAT-035154,ORD-085497,CUST-40874,ITEM-033,LOC-020,1,2,1,2,Coupon refused at checkout even though the email said valid all month.,2025-10-27,ANOMALY_MISLEADING_PROMO_BACKLASH
RAT-035155,ORD-030703,CUST-36652,ITEM-014,LOC-015,5,5,5,5,Absolutely stellar experience! The signature dishes were bursting with flavor.,2025-10-24,STANDARD_POSITIVE
RAT-035156,ORD-088379,CUST-12203,ITEM-139,LOC-005,4,3,5,4,Remarkable quality! Fresh ingredients and beautifully plated presentation.,2025-03-08,STANDARD_POSITIVE
RAT-035157,ORD-077264,CUST-32348,ITEM-044,LOC-016,5,5,5,5,"Best meal we've had in months. Fast, courteous service and cozy ambiance.",2025-08-25,STANDARD_POSITIVE
RAT-035158,ORD-097926,CUST-21811,ITEM-089,LOC-002,1,2,2,1,"Rude staff, unclean tables, and subpar taste. Not coming back.",2025-05-09,STANDARD_NEGATIVE
RAT-035159,ORD-061805,CUST-23241,ITEM-111,LOC-004,5,5,5,5,Absolutely stellar experience! The signature dishes were bursting with flavor.,2025-06-23,STANDARD_POSITIVE
RAT-035160,ORD-092341,CUST-04896,ITEM-120,LOC-012,3,2,4,3,Standard fare for this price point. Fast turnaround for lunch.,2025-07-16,STANDARD_NEUTRAL
RAT-035161,ORD-013022,CUST-08384,ITEM-016,LOC-009,5,4,5,5,Outstanding culinary creativity. Highly recommend to everyone in town.,2025-11-23,STANDARD_POSITIVE
RAT-035162,ORD-044002,CUST-13644,ITEM-104,LOC-013,5,5,5,4,Incredible taste and immaculate vibe. Five stars all the way!,2025-12-01,STANDARD_POSITIVE
RAT-035163,ORD-019093,CUST-39659,ITEM-098,LOC-010,3,3,4,4,"Food was good, though service was a bit slow during the dinner rush.",2025-03-10,STANDARD_NEUTRAL
RAT-035164,ORD-028916,CUST-00793,ITEM-032,LOC-016,2,2,2,2,Terrible customer service. Waited 45 minutes for our drinks to arrive.,2025-07-08,STANDARD_NEGATIVE
RAT-035165,ORD-053324,,ITEM-041,LOC-015,1,1,1,2,Extremely disappointed. Food arrived lukewarm and fries were soggy.,2025-05-14,CANCELLED_ORDER_COMPLAINT
RAT-035166,ORD-076038,CUST-15213,ITEM-016,LOC-012,1,1,1,2,Dish tasted stale and unseasoned. Expected much better for the price.,2025-11-17,CANCELLED_ORDER_COMPLAINT
RAT-035167,ORD-051903,CUST-22564,ITEM-034,LOC-002,3,2,4,4,Standard fare for this price point. Fast turnaround for lunch.,2025-02-25,STANDARD_NEUTRAL
RAT-035168,ORD-015740,CUST-47772,ITEM-116,LOC-012,3,4,4,4,"Food was good, though service was a bit slow during the dinner rush.",2025-06-28,STANDARD_NEUTRAL
RAT-035169,ORD-073013,CUST-38669,ITEM-046,LOC-017,3,4,3,3,"Decent food, average service. Nothing particularly memorable.",2025-09-02,STANDARD_NEUTRAL
RAT-035170,ORD-073468,CUST-40621,ITEM-134,LOC-020,5,4,4,5,Remarkable quality! Fresh ingredients and beautifully plated presentation.,2025-12-27,STANDARD_POSITIVE
RAT-035171,ORD-013700,CUST-39862,ITEM-044,LOC-012,4,3,4,4,Outstanding culinary creativity. Highly recommend to everyone in town.,2025-03-05,STANDARD_POSITIVE
RAT-035172,ORD-002805,CUST-24529,ITEM-139,LOC-017,4,5,5,5,Incredible taste and immaculate vibe. Five stars all the way!,2025-07-27,STANDARD_POSITIVE
RAT-035173,ORD-048905,,ITEM-122,LOC-006,1,1,1,2,Overpriced and bland. The portions have shrunk noticeably.,2025-09-15,STANDARD_NEGATIVE
RAT-035174,ORD-054597,CUST-49087,ITEM-019,LOC-019,5,5,5,5,Incredible taste and immaculate vibe. Five stars all the way!,2025-10-04,STANDARD_POSITIVE
RAT-035175,ORD-049994,CUST-10031,ITEM-031,LOC-017,3,4,4,3,"Food was good, though service was a bit slow during the dinner rush.",2025-04-18,STANDARD_NEUTRAL
RAT-035176,ORD-064367,CUST-30279,ITEM-100,LOC-010,4,4,4,4,"Great value, friendly waitstaff, and food arrived piping hot within 15 minutes.",2025-05-06,STANDARD_POSITIVE
RAT-035177,ORD-038344,CUST-38034,ITEM-100,LOC-002,2,2,2,2,Horrible experience from start to finish. Zero stars if I could.,2025-04-19,STANDARD_NEGATIVE
RAT-035178,ORD-011776,CUST-41249,ITEM-099,LOC-016,3,4,3,3,Standard fare for this price point. Fast turnaround for lunch.,2025-05-16,STANDARD_NEUTRAL
RAT-035179,ORD-063013,,ITEM-134,LOC-017,1,1,1,3,"Advertising says free item, but they required spending $80 first. Ridiculous!",2025-06-24,ANOMALY_MISLEADING_PROMO_BACKLASH
RAT-035180,ORD-047687,CUST-23107,ITEM-068,LOC-015,5,5,4,5,Outstanding culinary creativity. Highly recommend to everyone in town.,2026-01-01,STANDARD_POSITIVE
RAT-035181,ORD-055558,CUST-30108,ITEM-015,LOC-016,5,5,5,5,Outstanding culinary creativity. Highly recommend to everyone in town.,2025-12-16,STANDARD_POSITIVE
RAT-035182,ORD-064237,CUST-39001,ITEM-112,LOC-010,5,4,4,4,Absolutely stellar experience! The signature dishes were bursting with flavor.,2025-07-13,STANDARD_POSITIVE
RAT-035183,ORD-045875,,ITEM-118,LOC-017,4,5,4,4,Absolutely stellar experience! The signature dishes were bursting with flavor.,2025-03-08,STANDARD_POSITIVE
RAT-035184,ORD-031587,CUST-15159,ITEM-038,LOC-016,5,5,4,5,"Best meal we've had in months. Fast, courteous service and cozy ambiance.",2025-08-18,STANDARD_POSITIVE
RAT-035185,ORD-057010,CUST-21366,ITEM-088,LOC-016,4,4,4,3,"Best meal we've had in months. Fast, courteous service and cozy ambiance.",2025-09-24,STANDARD_POSITIVE
RAT-035186,ORD-000608,CUST-06914,ITEM-130,LOC-005,4,4,3,4,"Best meal we've had in months. Fast, courteous service and cozy ambiance.",2025-06-06,STANDARD_POSITIVE
RAT-035187,ORD-097166,CUST-34185,ITEM-106,LOC-017,1,2,1,3,Felt scammed by the advertised 50% discount! Fine print required $120 order.,2025-09-19,ANOMALY_MISLEADING_PROMO_BACKLASH
RAT-035188,ORD-037387,CUST-42540,ITEM-031,LOC-018,3,3,2,4,Okay experience. Good location but food was slightly under-seasoned.,2025-05-10,STANDARD_NEUTRAL
RAT-035189,ORD-079626,CUST-48350,ITEM-135,LOC-007,2,2,2,2,Dish tasted stale and unseasoned. Expected much better for the price.,2025-07-22,STANDARD_NEGATIVE
RAT-035190,ORD-062653,CUST-08282,ITEM-130,LOC-020,4,5,3,5,Outstanding culinary creativity. Highly recommend to everyone in town.,2025-12-20,STANDARD_POSITIVE
RAT-035191,ORD-095245,CUST-18860,ITEM-144,LOC-016,4,4,5,4,Incredible taste and immaculate vibe. Five stars all the way!,2025-12-29,STANDARD_POSITIVE
RAT-035192,ORD-053113,CUST-34028,ITEM-003,LOC-001,4,4,4,5,Remarkable quality! Fresh ingredients and beautifully plated presentation.,2025-06-06,STANDARD_POSITIVE
RAT-035193,ORD-037026,CUST-18397,ITEM-079,LOC-009,3,3,3,3,"Food was good, though service was a bit slow during the dinner rush.",2025-04-19,STANDARD_NEUTRAL
RAT-035194,ORD-063493,CUST-09875,ITEM-038,LOC-004,1,1,1,2,"Advertising says free item, but they required spending $80 first. Ridiculous!",2025-05-26,ANOMALY_MISLEADING_PROMO_BACKLASH
RAT-035195,ORD-010224,CUST-10612,ITEM-023,LOC-004,5,5,5,4,"Great value, friendly waitstaff, and food arrived piping hot within 15 minutes.",2025-04-27,STANDARD_POSITIVE
RAT-035196,ORD-022944,CUST-23103,ITEM-001,LOC-007,5,5,5,4,Absolutely stellar experience! The signature dishes were bursting with flavor.,2025-09-01,STANDARD_POSITIVE
RAT-035197,ORD-087052,CUST-10836,ITEM-102,LOC-003,4,3,4,4,Loved everything from the drinks to dessert. Will definitely be a regular!,2025-11-04,STANDARD_POSITIVE
RAT-035198,ORD-095156,CUST-07921,ITEM-033,LOC-012,5,5,5,5,Absolutely stellar experience! The signature dishes were bursting with flavor.,2025-11-29,STANDARD_POSITIVE
RAT-035199,ORD-062861,CUST-00387,ITEM-016,LOC-013,1,1,1,3,Felt scammed by the advertised 50% discount! Fine print required $120 order.,2025-03-30,ANOMALY_MISLEADING_PROMO_BACKLASH
RAT-035200,ORD-099669,CUST-20152,ITEM-046,LOC-017,5,4,5,4,Incredible taste and immaculate vibe. Five stars all the way!,2025-08-03,STANDARD_POSITIVE
RAT-035201,ORD-066288,CUST-23908,ITEM-033,LOC-016,5,4,5,4,"Best meal we've had in months. Fast, courteous service and cozy ambiance.",2025-12-27,STANDARD_POSITIVE
RAT-035202,ORD-070881,CUST-15935,ITEM-114,LOC-011,4,3,5,4,Absolutely stellar experience! The signature dishes were bursting with flavor.,2025-11-13,STANDARD_POSITIVE
RAT-035203,ORD-033974,CUST-41231,ITEM-036,LOC-001,5,5,5,5,Loved everything from the drinks to dessert. Will definitely be a regular!,2025-01-26,STANDARD_POSITIVE
RAT-035204,ORD-075049,CUST-42414,ITEM-076,LOC-011,1,1,1,2,Extremely disappointed. Food arrived lukewarm and fries were soggy.,2025-08-09,CANCELLED_ORDER_COMPLAINT
RAT-035205,ORD-036656,CUST-00074,ITEM-141,LOC-003,3,3,4,3,"Decent food, average service. Nothing particularly memorable.",2025-07-30,STANDARD_NEUTRAL
RAT-035206,ORD-099635,CUST-39556,ITEM-093,LOC-009,5,5,5,5,Remarkable quality! Fresh ingredients and beautifully plated presentation.,2025-11-09,STANDARD_POSITIVE
RAT-035207,ORD-074159,CUST-00464,ITEM-003,LOC-013,5,4,5,5,"Great value, friendly waitstaff, and food arrived piping hot within 15 minutes.",2025-09-15,STANDARD_POSITIVE
RAT-035208,ORD-064178,CUST-27659,ITEM-091,LOC-007,5,4,5,4,Outstanding culinary creativity. Highly recommend to everyone in town.,2026-01-01,STANDARD_POSITIVE
RAT-035209,ORD-059510,CUST-11406,ITEM-034,LOC-005,3,3,2,4,Standard fare for this price point. Fast turnaround for lunch.,2025-04-29,STANDARD_NEUTRAL
RAT-035210,ORD-060462,CUST-25043,ITEM-088,LOC-019,5,4,5,5,"Great value, friendly waitstaff, and food arrived piping hot within 15 minutes.",2025-09-24,STANDARD_POSITIVE
RAT-035211,ORD-018659,CUST-26301,ITEM-106,LOC-018,4,5,4,3,"Great value, friendly waitstaff, and food arrived piping hot within 15 minutes.",2025-08-20,STANDARD_POSITIVE
RAT-035212,ORD-036134,CUST-17132,ITEM-123,LOC-012,3,4,3,2,Portions were generous but flavors were fairly standard.,2025-11-29,STANDARD_NEUTRAL
RAT-035213,ORD-083184,CUST-42410,ITEM-019,LOC-013,4,3,3,3,Incredible taste and immaculate vibe. Five stars all the way!,2025-02-01,STANDARD_POSITIVE
RAT-035214,ORD-020621,CUST-43308,ITEM-088,LOC-018,5,4,5,4,"Great value, friendly waitstaff, and food arrived piping hot within 15 minutes.",2025-07-20,STANDARD_POSITIVE
RAT-035215,ORD-037068,CUST-19235,ITEM-054,LOC-020,1,1,1,3,"Advertising says free item, but they required spending $80 first. Ridiculous!",2025-03-31,ANOMALY_MISLEADING_PROMO_BACKLASH
RAT-035216,ORD-069270,CUST-35245,ITEM-042,LOC-010,5,4,5,5,Loved everything from the drinks to dessert. Will definitely be a regular!,2025-08-24,STANDARD_POSITIVE
RAT-035217,ORD-029676,CUST-25428,ITEM-009,LOC-002,5,5,4,5,"Great value, friendly waitstaff, and food arrived piping hot within 15 minutes.",2025-05-29,STANDARD_POSITIVE
RAT-035218,ORD-067202,CUST-42299,ITEM-044,LOC-009,1,1,2,1,Terrible customer service. Waited 45 minutes for our drinks to arrive.,2025-03-04,STANDARD_NEGATIVE
RAT-035219,ORD-000861,CUST-34602,ITEM-098,LOC-016,3,3,3,3,"Food was good, though service was a bit slow during the dinner rush.",2025-10-27,STANDARD_NEUTRAL
RAT-035220,ORD-027619,CUST-23588,ITEM-052,LOC-001,2,2,3,2,The meal was completely cold and order was missing two items!,2025-01-20,STANDARD_NEGATIVE
RAT-035221,ORD-027917,CUST-17525,ITEM-084,LOC-001,2,2,2,3,"Rude staff, unclean tables, and subpar taste. Not coming back.",2025-08-10,STANDARD_NEGATIVE
RAT-035222,ORD-077218,CUST-48158,ITEM-013,LOC-004,4,3,4,5,Loved everything from the drinks to dessert. Will definitely be a regular!,2025-07-09,STANDARD_POSITIVE
RAT-035223,ORD-082057,CUST-45658,ITEM-084,LOC-004,4,4,3,4,Absolutely stellar experience! The signature dishes were bursting with flavor.,2025-02-16,STANDARD_POSITIVE
RAT-035224,ORD-087668,CUST-17867,ITEM-004,LOC-008,2,2,2,1,Overpriced and bland. The portions have shrunk noticeably.,2025-10-08,STANDARD_NEGATIVE
RAT-035225,ORD-022879,CUST-18169,ITEM-032,LOC-017,1,1,1,2,The meal was completely cold and order was missing two items!,2025-10-05,CANCELLED_ORDER_COMPLAINT
RAT-035226,ORD-076961,CUST-10362,ITEM-038,LOC-004,5,4,5,5,"Best meal we've had in months. Fast, courteous service and cozy ambiance.",2025-11-08,STANDARD_POSITIVE
RAT-035227,ORD-038555,CUST-22435,ITEM-059,LOC-001,5,5,5,5,Absolutely stellar experience! The signature dishes were bursting with flavor.,2025-07-31,STANDARD_POSITIVE
RAT-035228,ORD-026797,CUST-00789,ITEM-102,LOC-012,5,5,5,5,Remarkable quality! Fresh ingredients and beautifully plated presentation.,2025-07-07,STANDARD_POSITIVE
RAT-035229,ORD-009346,CUST-02119,ITEM-013,LOC-004,4,4,5,3,"Best meal we've had in months. Fast, courteous service and cozy ambiance.",2026-01-01,STANDARD_POSITIVE
RAT-035230,ORD-061519,CUST-07693,ITEM-067,LOC-009,4,4,3,4,Absolutely stellar experience! The signature dishes were bursting with flavor.,2025-01-12,STANDARD_POSITIVE
RAT-035231,ORD-093023,CUST-01123,ITEM-068,LOC-013,4,3,3,3,Incredible taste and immaculate vibe. Five stars all the way!,2025-01-08,STANDARD_POSITIVE
RAT-035232,ORD-022585,CUST-22576,ITEM-077,LOC-004,1,1,1,2,Overpriced and bland. The portions have shrunk noticeably.,2025-08-08,CANCELLED_ORDER_COMPLAINT
RAT-035233,ORD-092523,CUST-32628,ITEM-020,LOC-012,1,2,1,2,Misleading promotion! The discount was capped at a tiny fraction of total.,2025-05-24,ANOMALY_MISLEADING_PROMO_BACKLASH
RAT-035234,ORD-011599,CUST-06414,ITEM-062,LOC-008,4,4,3,4,Outstanding culinary creativity. Highly recommend to everyone in town.,2025-04-08,STANDARD_POSITIVE
RAT-035235,ORD-073862,CUST-21680,ITEM-104,LOC-017,5,5,5,4,Remarkable quality! Fresh ingredients and beautifully plated presentation.,2025-08-08,STANDARD_POSITIVE
RAT-035236,ORD-018446,CUST-06762,ITEM-077,LOC-015,4,4,5,4,Loved everything from the drinks to dessert. Will definitely be a regular!,2025-03-11,STANDARD_POSITIVE
RAT-035237,ORD-043814,CUST-27038,ITEM-002,LOC-003,5,5,4,5,Incredible taste and immaculate vibe. Five stars all the way!,2025-11-22,STANDARD_POSITIVE
RAT-035238,ORD-003731,CUST-03957,ITEM-050,LOC-005,1,1,1,2,"Advertising says free item, but they required spending $80 first. Ridiculous!",2025-03-13,ANOMALY_MISLEADING_PROMO_BACKLASH
RAT-035239,ORD-011685,CUST-44308,ITEM-009,LOC-020,5,5,4,5,Outstanding culinary creativity. Highly recommend to everyone in town.,2025-12-17,STANDARD_POSITIVE
RAT-035240,ORD-057471,CUST-38787,ITEM-037,LOC-016,4,4,4,4,Remarkable quality! Fresh ingredients and beautifully plated presentation.,2025-09-27,STANDARD_POSITIVE
RAT-035241,ORD-034564,CUST-48361,ITEM-021,LOC-001,3,3,3,3,"Food was good, though service was a bit slow during the dinner rush.",2025-10-11,STANDARD_NEUTRAL
RAT-035242,ORD-010042,CUST-42116,ITEM-077,LOC-010,5,5,5,4,Incredible taste and immaculate vibe. Five stars all the way!,2025-03-10,STANDARD_POSITIVE
RAT-035243,ORD-053466,CUST-31415,ITEM-082,LOC-001,5,5,4,5,Remarkable quality! Fresh ingredients and beautifully plated presentation.,2025-12-27,STANDARD_POSITIVE
RAT-035244,ORD-073724,CUST-37281,ITEM-136,LOC-001,1,1,1,2,Extremely disappointed. Food arrived lukewarm and fries were soggy.,2025-02-03,CANCELLED_ORDER_COMPLAINT
RAT-035245,ORD-061321,CUST-48294,ITEM-102,LOC-009,5,5,5,5,Remarkable quality! Fresh ingredients and beautifully plated presentation.,2025-10-20,STANDARD_POSITIVE
RAT-035246,ORD-032625,CUST-10766,ITEM-119,LOC-009,5,5,5,4,Outstanding culinary creativity. Highly recommend to everyone in town.,2025-12-07,STANDARD_POSITIVE
RAT-035247,ORD-076456,CUST-17636,ITEM-089,LOC-002,2,2,2,2,Terrible customer service. Waited 45 minutes for our drinks to arrive.,2025-08-29,STANDARD_NEGATIVE
RAT-035248,ORD-003727,CUST-18076,ITEM-017,LOC-004,2,2,2,2,Horrible experience from start to finish. Zero stars if I could.,2025-01-31,STANDARD_NEGATIVE
RAT-035249,ORD-097253,CUST-41707,ITEM-141,LOC-002,1,2,1,2,Misleading promotion! The discount was capped at a tiny fraction of total.,2025-07-11,ANOMALY_MISLEADING_PROMO_BACKLASH
RAT-035250,ORD-098564,CUST-31562,ITEM-093,LOC-012,3,3,2,4,"Food was good, though service was a bit slow during the dinner rush.",2025-03-09,STANDARD_NEUTRAL
RAT-035251,ORD-050394,CUST-36538,ITEM-129,LOC-002,3,3,4,3,Okay experience. Good location but food was slightly under-seasoned.,2025-08-19,STANDARD_NEUTRAL
RAT-035252,ORD-001844,CUST-14159,ITEM-054,LOC-020,4,4,4,5,Absolutely stellar experience! The signature dishes were bursting with flavor.,2025-08-26,STANDARD_POSITIVE
RAT-035253,ORD-054930,CUST-44742,ITEM-016,LOC-013,3,3,4,3,Standard fare for this price point. Fast turnaround for lunch.,2025-05-05,STANDARD_NEUTRAL
RAT-035254,ORD-058857,CUST-06111,ITEM-103,LOC-004,5,5,5,5,Incredible taste and immaculate vibe. Five stars all the way!,2025-12-20,STANDARD_POSITIVE
RAT-035255,ORD-065461,CUST-16742,ITEM-015,LOC-008,1,1,1,2,Terrible customer service. Waited 45 minutes for our drinks to arrive.,2025-10-19,CANCELLED_ORDER_COMPLAINT
RAT-035256,ORD-013755,CUST-48760,ITEM-032,LOC-013,4,5,5,5,Incredible taste and immaculate vibe. Five stars all the way!,2025-03-29,STANDARD_POSITIVE
RAT-035257,ORD-028854,,ITEM-086,LOC-016,1,1,1,2,Terrible customer service. Waited 45 minutes for our drinks to arrive.,2025-06-15,CANCELLED_ORDER_COMPLAINT
RAT-035258,ORD-059561,,ITEM-031,LOC-010,4,4,4,5,"Great value, friendly waitstaff, and food arrived piping hot within 15 minutes.",2025-12-08,STANDARD_POSITIVE
RAT-035259,ORD-067817,CUST-35381,ITEM-016,LOC-020,2,3,3,1,Horrible experience from start to finish. Zero stars if I could.,2025-09-12,STANDARD_NEGATIVE
RAT-035260,ORD-091068,,ITEM-024,LOC-012,4,5,4,4,Outstanding culinary creativity. Highly recommend to everyone in town.,2025-04-29,STANDARD_POSITIVE
RAT-035261,ORD-095325,CUST-22578,ITEM-050,LOC-005,2,3,1,1,Dish tasted stale and unseasoned. Expected much better for the price.,2025-02-24,STANDARD_NEGATIVE
RAT-035262,ORD-073333,CUST-25201,ITEM-039,LOC-009,5,5,5,4,Incredible taste and immaculate vibe. Five stars all the way!,2025-07-16,STANDARD_POSITIVE
RAT-035263,ORD-004568,,ITEM-009,LOC-004,1,2,1,3,Felt scammed by the advertised 50% discount! Fine print required $120 order.,2025-04-12,ANOMALY_MISLEADING_PROMO_BACKLASH
RAT-035264,ORD-095748,CUST-08545,ITEM-049,LOC-013,5,5,5,5,"Best meal we've had in months. Fast, courteous service and cozy ambiance.",2025-11-27,STANDARD_POSITIVE
RAT-035265,ORD-074837,CUST-41567,ITEM-002,LOC-015,1,1,1,2,Dish tasted stale and unseasoned. Expected much better for the price.,2025-08-13,CANCELLED_ORDER_COMPLAINT
RAT-035266,ORD-062119,CUST-35708,ITEM-106,LOC-003,4,5,4,3,Outstanding culinary creativity. Highly recommend to everyone in town.,2025-06-14,STANDARD_POSITIVE
RAT-035267,ORD-058887,CUST-14834,ITEM-093,LOC-017,3,2,4,3,Portions were generous but flavors were fairly standard.,2025-02-01,STANDARD_NEUTRAL
RAT-035268,ORD-057725,CUST-07938,ITEM-001,LOC-018,5,5,5,4,"Great value, friendly waitstaff, and food arrived piping hot within 15 minutes.",2025-05-19,STANDARD_POSITIVE
RAT-035269,ORD-032151,CUST-24608,ITEM-120,LOC-004,4,5,3,3,"Great value, friendly waitstaff, and food arrived piping hot within 15 minutes.",2025-03-30,STANDARD_POSITIVE
RAT-035270,ORD-066792,CUST-20947,ITEM-080,LOC-015,3,3,2,3,Standard fare for this price point. Fast turnaround for lunch.,2025-08-14,STANDARD_NEUTRAL
RAT-035271,ORD-097365,CUST-10540,ITEM-116,LOC-002,4,4,5,3,Incredible taste and immaculate vibe. Five stars all the way!,2025-12-16,STANDARD_POSITIVE
RAT-035272,ORD-006463,CUST-08805,ITEM-143,LOC-017,5,5,5,4,Incredible taste and immaculate vibe. Five stars all the way!,2025-12-18,STANDARD_POSITIVE
RAT-035273,ORD-083579,CUST-11714,ITEM-136,LOC-017,4,4,4,4,"Best meal we've had in months. Fast, courteous service and cozy ambiance.",2025-01-29,STANDARD_POSITIVE
RAT-035274,ORD-027561,CUST-46576,ITEM-079,LOC-001,5,5,5,4,Remarkable quality! Fresh ingredients and beautifully plated presentation.,2025-01-20,STANDARD_POSITIVE
RAT-035275,ORD-084569,CUST-14960,ITEM-094,LOC-013,2,2,2,2,"Rude staff, unclean tables, and subpar taste. Not coming back.",2025-11-14,STANDARD_NEGATIVE
RAT-035276,ORD-077687,CUST-33035,ITEM-138,LOC-006,2,1,2,2,Dish tasted stale and unseasoned. Expected much better for the price.,2025-03-17,STANDARD_NEGATIVE
RAT-035277,ORD-003372,CUST-47384,ITEM-083,LOC-002,5,5,5,5,Incredible taste and immaculate vibe. Five stars all the way!,2025-08-18,STANDARD_POSITIVE
RAT-035278,ORD-085350,CUST-39879,ITEM-089,LOC-008,3,2,2,2,"Decent food, average service. Nothing particularly memorable.",2025-05-02,STANDARD_NEUTRAL
RAT-035279,ORD-054013,CUST-16452,ITEM-001,LOC-012,4,4,4,4,"Great value, friendly waitstaff, and food arrived piping hot within 15 minutes.",2025-08-17,STANDARD_POSITIVE
RAT-035280,ORD-073157,CUST-02548,ITEM-006,LOC-012,3,3,3,4,"Decent food, average service. Nothing particularly memorable.",2025-11-23,STANDARD_NEUTRAL
RAT-035281,ORD-002933,CUST-42675,ITEM-010,LOC-013,4,4,3,3,"Best meal we've had in months. Fast, courteous service and cozy ambiance.",2025-02-10,STANDARD_POSITIVE
RAT-035282,ORD-021471,CUST-35995,ITEM-057,LOC-013,4,4,4,5,"Great value, friendly waitstaff, and food arrived piping hot within 15 minutes.",2025-01-14,STANDARD_POSITIVE
RAT-035283,ORD-009779,CUST-01066,ITEM-023,LOC-010,5,5,5,5,Outstanding culinary creativity. Highly recommend to everyone in town.,2025-06-18,STANDARD_POSITIVE
RAT-035284,ORD-023034,CUST-04040,ITEM-032,LOC-015,5,5,5,5,Incredible taste and immaculate vibe. Five stars all the way!,2025-06-20,STANDARD_POSITIVE
RAT-035285,ORD-010305,CUST-19140,ITEM-070,LOC-018,5,5,5,4,Outstanding culinary creativity. Highly recommend to everyone in town.,2025-04-26,STANDARD_POSITIVE
RAT-035286,ORD-073656,CUST-10569,ITEM-001,LOC-006,5,5,4,4,Remarkable quality! Fresh ingredients and beautifully plated presentation.,2025-11-22,STANDARD_POSITIVE
RAT-035287,ORD-014408,CUST-10529,ITEM-037,LOC-004,1,1,1,3,Coupon refused at checkout even though the email said valid all month.,2025-08-24,ANOMALY_MISLEADING_PROMO_BACKLASH
RAT-035288,ORD-070520,CUST-06010,ITEM-072,LOC-014,5,5,5,5,Remarkable quality! Fresh ingredients and beautifully plated presentation.,2025-03-06,STANDARD_POSITIVE
